"CODIGO","TIPOCODIGO","TIPOPRODUCTO","NOMBRE","DENOMINACIONCOMUN","CONCENTRACION","FORMAFARMACEUTICA","FORMAFARMACEUTICASIMP","LABORATORIO","PAIS","PRESENTACION","UNIDADENVASE","SITUACION","NUMREGISTROSANITARIO"
"4048846001832","GTIN_13","PRODUCTO FARMACEUTICO","MICARDIS PLUS","TELMISARTAN + HIDROCLOROTIAZIDA","40 mg + 12.5 mg","COMPRIMIDO","TABLETA","BOEHRINGER","ALEMANIA","CAJA COMP","28","ACTIVO","EE04142"
"7321839721885","GTIN_13","PRODUCTO FARMACEUTICO","NEXIUM","ESOMEPRAZOL","20 mg","COMPRIMIDO","TABLETA","ASTRAZENECA","SUECIA","CAJA COMP","28","ACTIVO","EE08370"
"3393370029472","GTIN_13","PRODUCTO FARMACEUTICO","ZANTAC","RANITIDINA","300 mg","TABLETA EFERVESCENTE","TABLETA","GSK","FRANCIA","CAJA TAB","10","ACTIVO","E11037"
"3499320000291","GTIN_13","PRODUCTO FARMACEUTICO","ROZEX","METRONIDAZOL","0.75%","GEL","GEL","QUIMICA SUIZA","FRANCIA","TUBO X 30 G","1","ACTIVO","E7804"
"3499320000659","GTIN_13","PRODUCTO FARMACEUTICO","EFFICORT","HIDROCORTISONA","","CREMA","CREMA","QUIMICA SUIZA","FRANCIA","TUBO X 30 G","1","ACTIVO","E11670"
"3499320000680","GTIN_13","PRODUCTO FARMACEUTICO","IONAX SCRUB","CLORURO DE BENZALCONIO","0.53 g","CREMA","CREMA","ALCON","CHILE","TUBO X 60 G","1","ACTIVO","E6038"
"3499320000697","GTIN_13","PRODUCTO FARMACEUTICO","IONIL T","ACIDO SALICILICO + ALQUITRAN DE HULLA","4.25g + 2g","CHAMPU","CHAMPU","QUIMICA SUIZA","FRANCIA","FCO. X 125 ML","1","ACTIVO","EE03751"
"3499320001700","GTIN_13","PRODUCTO FARMACEUTICO","DIFFERIN","ADAPALENO","0.1%","CREMA","CREMA","QUIMICA SUIZA","FRANCIA","TUBO X 30 G","1","ACTIVO","EE01296"
"3499320001878","GTIN_13","PRODUCTO FARMACEUTICO","LOCERYL","AMOROLFINA","0.25%","CREMA","CREMA","QUIMICA SUIZA","FRANCIA","TUBO","1","ACTIVO","EE01345"
"3499320002134","GTIN_13","PRODUCTO FARMACEUTICO","RETACNYL","TRETINOINA","0.025%","CREMA","CREMA","QUIMICA SUIZA","FRANCIA","TUBO X 30 G","1","ACTIVO","EE03895"
"3499320002141","GTIN_13","PRODUCTO FARMACEUTICO","RETACNYL","TRETINOINA","0.05%","CREMA","CREMA","QUIMICA SUIZA","FRANCIA","TUBO X 30 G","1","ACTIVO","EE03977"
"3499320002165","GTIN_13","PRODUCTO FARMACEUTICO","TETRALYSAL","LIMECICLINA","300 mg","CAPSULA","CAPSULA","QUIMICA SUIZA","FRANCIA","CAJA CAPS","16","ACTIVO","EE00646"
"3499320002523","GTIN_13","PRODUCTO FARMACEUTICO","LOCERYL LACA","AMOROLFINA","5%","SOLUCION ORAL","LIQUIDO ORAL","QUIMICA SUIZA","FRANCIA","FCO. X 2.5 ML","1","ACTIVO","EE01761"
"2055015000109","TEMP","PRODUCTO FARMACEUTICO","ACIPRAL","OMEPRAZOL","40 mg","POLVO PARA SOLUCION PARA PERFUSION","INYECTABLE","INTIPHARMA","CHINA","VIAL","10","ACTIVO","EE10513"
"3499320003087","GTIN_13","PRODUCTO FARMACEUTICO","EPIDUO","ADAPALENO + PEROXIDO DE BENZOILO","0.1/2.5%","GEL","GEL","QUIMICA SUIZA","FRANCIA","TUBO X 30 G","1","ACTIVO","E22965"
"3499320003179","GTIN_13","PRODUCTO FARMACEUTICO","DIFFERIN","ADAPALENO","0.3%","GEL","GEL","QUIMICA SUIZA","CANADÁ","TUBO X 30 G","1","ACTIVO","E21250"
"3556610000062","GTIN_13","PRODUCTO FARMACEUTICO","TIMOPTIC","TIMOLOL","0.50%","SOLUCION OFTALMICA","COLIRIO","MSD","FRANCIA","FCO. GOT. X 5 ML","1","ACTIVO","E16586"
"3556610000178","GTIN_13","PRODUCTO FARMACEUTICO","COSOPT","DORZOLAMIDA + TIMOLOL","20mg/mL + 5mg/mL","SOLUCION OFTALMICA","COLIRIO","MSD","FRANCIA","FRASCO X 5 ML","1","ACTIVO","EE01964"
"3556610000215","GTIN_13","PRODUCTO FARMACEUTICO","TRUSOPT","DORZOLAMIDA","2%","SOLUCION OFTALMICA","COLIRIO","MSD","FRANCIA","FRASCO","1","ACTIVO","E9554"
"3499320003834","GTIN_13","PRODUCTO FARMACEUTICO","AVIXIS","ALFATRADIOL","0.025%","SOLUCION TOPICA","SOLUCION TOPICA","QUIMICA SUIZA","ALEMANIA","FRASCO X 100 ML","1","ACTIVO","E17182 , EE01450"
"3556610000734","GTIN_13","PRODUCTO FARMACEUTICO","CANCIDAS","CASPOFUNGINA","50 mg","POLVO PARA SOLUCION PARA PERFUSION","INYECTABLE","MSD","FRANCIA","VIAL","1","ACTIVO","E22800"
"3556610000741","GTIN_13","PRODUCTO FARMACEUTICO","CANCIDAS","CASPOFUNGINA","70 mg","POLVO PARA SOLUCION PARA PERFUSION","INYECTABLE","MSD","FRANCIA","VIAL","1","ACTIVO","E22801"
"3578832015013","GTIN_13","PRODUCTO FARMACEUTICO","CYS-CONTROL","VACCINIUM MACROCARPUM","36%","POLVO PARA SOLUCION ORAL","LIQUIDO ORAL","EUROFARMA","FRANCIA","SOBRE X 5 G","20","ACTIVO","PNE1518"
"3582910008286","GTIN_13","PRODUCTO FARMACEUTICO","XANTRAL OD","ALFUZOSINA","10 mg","TABLETA DE LIBERACION PROLONGADA","TABLETA","SANOFI AVENTIS","FRANCIA","CAJA TAB","20","ACTIVO","EE01694"
"3582910008750","GTIN_13","PRODUCTO FARMACEUTICO","APROVEL","IRBESARTAN","300 mg","COMPRIMIDO RECUBIERTO","TABLETA","SANOFI AVENTIS","FRANCIA","CAJA COMP","14","ACTIVO","EE01646"
"3582910014164","GTIN_13","PRODUCTO FARMACEUTICO","APIDRA","INSULINA GLULISINA","100 UI/mL","SOLUCION INYECTABLE","INYECTABLE","SANOFI AVENTIS","ALEMANIA","CAJA VIAL X 10 ML","1","ACTIVO","BE00261"
"3582910023630","GTIN_13","PRODUCTO FARMACEUTICO","APIDRA","INSULINA GLULISINA","100 U/mL","SOLUCION INYECTABLE","INYECTABLE","SANOFI AVENTIS","ALEMANIA","APLICADOR SOLOSTAR X 3 ML","1","ACTIVO","BE00260"
"3582910028031","GTIN_13","PRODUCTO FARMACEUTICO","CLEXANE","ENOXAPARINA DE SODIO","60 mg/0.6 mL","SOLUCION INYECTABLE","INYECTABLE","SANOFI AVENTIS","FRANCIA","JERINGA PRELLENADA X 0.6 ML","2","ACTIVO","BE00387"
"3582910039525","GTIN_13","PRODUCTO FARMACEUTICO","MULTAQ","DRONEDARONA","400 mg","COMPRIMIDO RECUBIERTO","TABLETA","SANOFI AVENTIS","FRANCIA","CAJA COMP","30","ACTIVO","EE00755"
"3582913025044","GTIN_13","PRODUCTO FARMACEUTICO","APROVEL","IRBESARTAN","150 mg","COMPRIMIDO RECUBIERTO","TABLETA","SANOFI AVENTIS","FRANCIA","CAJA COMP","14","ACTIVO","EE01644"
"3582910018605","GTIN_13","PRODUCTO FARMACEUTICO","COAPROVEL","IRBESARTAN + HIDROCLOROTIAZIDA","300 mg + 25 mg","COMPRIMIDO RECUBIERTO","TABLETA","SANOFI AVENTIS","FRANCIA","CAJA COMP","14","ACTIVO","EE03312"
"3582913025266","GTIN_13","PRODUCTO FARMACEUTICO","CORDARONE","AMIODARONA","200mg","COMPRIMIDO","TABLETA","SANOFI AVENTIS","ESPAÑA","CAJA COMP","20","ACTIVO","EE00754"
"3582913026133","GTIN_13","PRODUCTO FARMACEUTICO","CORDARONE","AMIODARONA","200mg","COMPRIMIDO","TABLETA","SANOFI AVENTIS","ESPAÑA","CAJA COMP","20","ACTIVO","EE00754"
"3582913026324","GTIN_13","PRODUCTO FARMACEUTICO","APROVEL","IRBESARTAN","150 mg","COMPRIMIDO RECUBIERTO","TABLETA","SANOFI AVENTIS","FRANCIA","CAJA COMP","28","ACTIVO","EE01644"
"3582913026331","GTIN_13","PRODUCTO FARMACEUTICO","APROVEL","IRBESARTAN","300 mg","COMPRIMIDO RECUBIERTO","TABLETA","SANOFI AVENTIS","FRANCIA","CAJA COMP","28","ACTIVO","EE01646"
"3582913026607","GTIN_13","PRODUCTO FARMACEUTICO","MAALOX","HIDROXIDO DE ALUMINIO + HIDROXIDO DE MAGNESIO + SIMETICONA","","SUSPENSION ORAL","LIQUIDO ORAL","SANOFI AVENTIS","MÉXICO","CAJA SACHET","20","ACTIVO","E15184"
"041167627624","GTIN_12","PRODUCTO FARMACEUTICO","SELSUN AMARILLO","SULFURO DE SELENIO","2.5%","CHAMPU","CHAMPU","SANOFI AVENTIS","PERÚ","FRASCO X 180 ML","1","ACTIVO","EN02338"
"041167627709","GTIN_12","PRODUCTO FARMACEUTICO","SELSUN AMARILLO","SULFURO DE SELENIO","2.5%","CHAMPU","CHAMPU","SANOFI AVENTIS","PERÚ","SACHET X 12 ML","40","ACTIVO","EN02338"
"1433820020009","TEMP","PRODUCTO FARMACEUTICO","PARACETAMOL","PARACETAMOL","500 mg","COMPRIMIDO","TABLETA","INRETAIL","INDIA","CAJA COMP","100","ACTIVO","EE09185"
"3583313646556","GTIN_13","PRODUCTO FARMACEUTICO","FLORATIL TUTTI-FRUTTI","SACCHAROMYCES BOULARDII","200 mg","POLVO PARA SUSPENSION ORAL","LIQUIDO ORAL","AXON PHARMA","FRANCIA","CAJA","6","ACTIVO","BE00795"
"3583316669293","GTIN_13","PRODUCTO FARMACEUTICO","FLORATIL","SACCHAROMYCES BOULARDII","250 mg","CAPSULA","CAPSULA","AXON PHARMA","FRANCIA","CAJA CAPS","10","ACTIVO","BE00796"
"358468775047","GTIN_12","PRODUCTO FARMACEUTICO","ALDURAZYME","LARONIDASA","2.9 mg/5 mL","CONCENTRADO PARA SUSPENSION PARA PERFUSION","INYECTABLE","GENZYME","ESTADOS UNIDOS","VIAL","1","ACTIVO","BE00911 , BE00977"
"358468775061","GTIN_12","PRODUCTO FARMACEUTICO","AUBAGIO","TERIFLUNOMIDA","14 mg","COMPRIMIDO RECUBIERTO","TABLETA","GENZYME","FRANCIA","CAJA COMP","28","ACTIVO","EE00336"
"358468775078","GTIN_12","PRODUCTO FARMACEUTICO","THYROGEN","TIROTROPINA ALFA","0.9 mg","POLVO PARA SOLUCION INYECTABLE","INYECTABLE","GENZYME","ESTADOS UNIDOS","VIAL","2","ACTIVO","BE00933"
"3587381199938","GTIN_13","PRODUCTO FARMACEUTICO","VOLTAREN OPHTHA","DICLOFENACO","0.1%","SOLUCION OFTALMICA","COLIRIO","ALCON","FRANCIA","FCO. GOT. X 5 ML","1","ACTIVO","E15174"
"3760008321343","GTIN_13","PRODUCTO FARMACEUTICO","BETASERC","BETAHISTINA","24 mg","TABLETA","TABLETA","FARMINDUSTRIA","FRANCIA","CAJA TAB","20","ACTIVO","EE04074"
"4008491312790","GTIN_13","PRODUCTO FARMACEUTICO","PANTOGAR","SUPLEMENTO DIETETICO/NUTRICIONAL","","CAPSULA","CAPSULA","QUIMICA SUIZA","SUIZA","CAJA CAPS","30","ACTIVO","PNE0642"
"4015600006525","GTIN_13","PRODUCTO FARMACEUTICO","ACTONEL ONCE A WEEK","ACIDO RISEDRONICO","35 mg","TABLETA RECUBIERTA","TABLETA","SANOFI AVENTIS","ESTADOS UNIDOS","CAJA TAB","4","ACTIVO","E15175"
"4022536733562","GTIN_13","PRODUCTO FARMACEUTICO","THYROZOL","TIAMAZOL","10 mg","TABLETA RECUBIERTA","TABLETA","MERCK","ALEMANIA","CAJA TAB","50","ACTIVO","EE00965"
"3596540150048","GTIN_13","PRODUCTO FARMACEUTICO","GLUCOPHAGE XR","METFORMINA","1 g","TABLETA DE LIBERACION PROLONGADA","TABLETA","MERCK","ALEMANIA","CAJA TAB","30","ACTIVO","EE03609"
"4028685013135","GTIN_13","PRODUCTO FARMACEUTICO","BETNOVATE","BETAMETASONA","0.1%","LOCION","SOLUCION TOPICA","GSK","ALEMANIA","FCO. X 30 ML","1","ACTIVO","EE01647"
"4032046002089","GTIN_13","PRODUCTO FARMACEUTICO","TARKA-SR","TRANDOLAPRIL + VERAPAMILO","180mg/2mg","TABLETA DE LIBERACION PROLONGADA","TABLETA","FARMINDUSTRIA","ALEMANIA","CAJA TAB","14","ACTIVO","EE02455"
"4032128012333","GTIN_13","PRODUCTO FARMACEUTICO","CREON 25000","PANCREATINA","300 mg","CAPSULA","CAPSULA","FARMINDUSTRIA","ALEMANIA","CAJA CAPS","50","ACTIVO","BE00947"
"4032129015036","GTIN_13","PRODUCTO FARMACEUTICO","VERSATIS","LIDOCAINA","5%","PARCHE TRANSDERMICO","PARCHE","GRÜNENTHAL","JAPÓN","SACHET","5","ACTIVO","EE02163"
"3700039500058","GTIN_13","PRODUCTO FARMACEUTICO","ESTROGEL","ESTRADIOL","0.06%","GEL","GEL","BIOPAS","BÉLGICA","FRASCO X 80 G","1","ACTIVO","EE02394"
"4030539167369","GTIN_13","PRODUCTO FARMACEUTICO","AMIELECT","NUTRICION PARENTERAL","10%","SOLUCION INYECTABLE PARA INFUSION","INYECTABLE","B.BRAUN","ALEMANIA","FRASCO X 500 ML","1","ACTIVO","EE02268"
"4032129024632","GTIN_13","PRODUCTO FARMACEUTICO","BELARINA","CLORMADINONA + ETINILESTRADIOL","2 mng + 0.02 mg","TABLETA RECUBIERTA","TABLETA","GRÜNENTHAL","HUNGRÍA","CAJA TAB","28","ACTIVO","EE00510"
"4032129047914","GTIN_13","PRODUCTO FARMACEUTICO","TRANSTEC","BUPRENORFINA","35 mcg/H","PARCHE TRANSDERMICO","PARCHE","GRÜNENTHAL","ALEMANIA","SOBRE","5","ACTIVO","EE00817"
"4032129060555","GTIN_13","PRODUCTO FARMACEUTICO","PAXELIS","TAPENTADOL","50 mg","COMPRIMIDO RECUBIERTO","TABLETA","GRÜNENTHAL","ITALIA","CAJA COMP","10","ACTIVO","EE00589"
"4032129060562","GTIN_13","PRODUCTO FARMACEUTICO","PAXELIS RETARD","TAPENTADOL","50 mg","COMPRIMIDO RECUBIERTO","TABLETA","GRÜNENTHAL","ITALIA","CAJA COMP","10","ACTIVO","EE00825"
"4032129060579","GTIN_13","PRODUCTO FARMACEUTICO","PAXELIS","TAPENTADOL","100 mg","COMPRIMIDO RECUBIERTO","TABLETA","GRÜNENTHAL","ALEMANIA","CAJA COMP","10","ACTIVO","EE00590"
"4032129060586","GTIN_13","PRODUCTO FARMACEUTICO","PAXELIS RETARD","TAPENTADOL","100 mg","COMPRIMIDO RECUBIERTO","TABLETA","GRÜNENTHAL","ITALIA","CAJA COMP","10","ACTIVO","EE00826"
"4032717005081","GTIN_13","PRODUCTO FARMACEUTICO","FIBROFALK NARANJA","PLANTAGO OVATA","5G","GRANULOS ORAL","GRANULOS","BIOTOSCANA","ALEMANIA","CAJA","10","ACTIVO","PNE0895"
"4042200689926","GTIN_13","PRODUCTO FARMACEUTICO","RECORMON","EPOETINA BETA","30000 UI/0.6 mL","SOLUCION INYECTABLE","INYECTABLE","ROCHE FARMA","ALEMANIA","CAJA JER. PRECARG. X 0.6 ML","1","ACTIVO","BE00239"
"4048846001214","GTIN_13","PRODUCTO FARMACEUTICO","SPIRIVA","BROMURO DE TIOTROPIO","18 mcg","CAPSULA","CAPSULA","BOEHRINGER","ESTADOS UNIDOS","CAJA CAPS","30","ACTIVO","E19490"
"4048846001313","GTIN_13","PRODUCTO FARMACEUTICO","MICARDIS PLUS","TELMISARTAN + HIDROCLOROTIAZIDA","80 mg + 25 mg","COMPRIMIDO","TABLETA","BOEHRINGER","ALEMANIA","CAJA COMP","28","ACTIVO","EE00463"
"4048846001504","GTIN_13","PRODUCTO FARMACEUTICO","PRADAXA","DABIGATRAN ETEXILATO","75 mg","CAPSULA","CAPSULA","BOEHRINGER","ALEMANIA","CAJA CAPS","10","ACTIVO","EE01842"
"4048846001528","GTIN_13","PRODUCTO FARMACEUTICO","PRADAXA","DABIGATRAN ETEXILATO","110 mg","CAPSULA","CAPSULA","BOEHRINGER","ALEMANIA","CAJA CAPS","30","ACTIVO","EE01844"
"4048846003782","GTIN_13","PRODUCTO FARMACEUTICO","INFLAMMIDE-HFA","BUDESONIDA","200mcg/dosis","AEROSOL PARA INHALACION","AEROSOL","BOEHRINGER","ARGENTINA","FRASCO","1","ACTIVO","EE04409"
"4048846004321","GTIN_13","PRODUCTO FARMACEUTICO","PRADAXA","DABIGATRAN ETEXILATO","150 mg","CAPSULA","CAPSULA","BOEHRINGER","ALEMANIA","CAJA CAPS","30","ACTIVO","E22620"
"4048846005663","GTIN_13","PRODUCTO FARMACEUTICO","MICARDIS AMLO","AMLODIPINO + TELMISARTAN","40 mg + 5 mg","COMPRIMIDO","TABLETA","BOEHRINGER","INDIA","CAJA COMP","28","ACTIVO","E22767"
"4048846005700","GTIN_13","PRODUCTO FARMACEUTICO","MICARDIS AMLO","AMLODIPINO + TELMISARTAN","80 mg + 10 mg","COMPRIMIDO","TABLETA","BOEHRINGER","INDIA","CAJA COMP","28","ACTIVO","E22766"
"3582913025280","GTIN_13","PRODUCTO FARMACEUTICO","CORDARONE","AMIODARONA","150 mg/3 mL","SOLUCION INYECTABLE","INYECTABLE","SANOFI AVENTIS","FRANCIA","AMPOLLA X 3 ML","6","ACTIVO","E6212 , EE08099"
"309410415078","GTIN_12","PRODUCTO FARMACEUTICO","DIANEAL PD-2 CON DEXTROSA","SOLUCION PARA DIALISIS PERITONEAL","4.25%","SOLUCION PARA DIALISIS PERITONEAL","INYECTABLE","HERSIL - BAXTER","COLOMBIA","BOLSA X 5000 ML","1","ACTIVO","EE02927"
"4026704109395","GTIN_13","DISPOSITIVO MEDICO","CRYSTALCLEAR PLUS RUSCH","TUBOS ENDOTRAQUEALES","7.0 MM","INSUMO MEDICO","DISPOSITIVO MEDICO","R.K. COMERCIAL","IRLANDA","BOLSA","1","ACTIVO","DM16269E"
"4048846005731","GTIN_13","PRODUCTO FARMACEUTICO","MICARDIS AMLO","AMLODIPINO + TELMISARTAN","40 mg + 10 mg","COMPRIMIDO","TABLETA","BOEHRINGER","INDIA","CAJA COMP","28","ACTIVO","E22768"
"4048846006103","GTIN_13","PRODUCTO FARMACEUTICO","TRAYENTA","LINAGLIPTINA","5mg","COMPRIMIDO RECUBIERTO","TABLETA","BOEHRINGER","ESTADOS UNIDOS","CAJA COMP","30","ACTIVO","EE00004"
"4048846006905","GTIN_13","PRODUCTO FARMACEUTICO","TRAYENTA DUO 2.5/1000","LINAGLIPTINA + METFORMINA","2.5 mg/1000 mg","COMPRIMIDO RECUBIERTO","TABLETA","BOEHRINGER","ALEMANIA","CAJA COMP","60","ACTIVO","EE00395"
"4048846006912","GTIN_13","PRODUCTO FARMACEUTICO","TRAYENTA DUO","LINAGLIPTINA + METFORMINA","2.5 mg/500 mg","COMPRIMIDO RECUBIERTO","TABLETA","BOEHRINGER","ALEMANIA","CAJA COMP","60","ACTIVO","EE00396"
"4048846006929","GTIN_13","PRODUCTO FARMACEUTICO","TRAYENTA DUO","LINAGLIPTINA + METFORMINA","2.5 mg/850 mg","COMPRIMIDO RECUBIERTO","TABLETA","BOEHRINGER","ALEMANIA","CAJA COMP","60","ACTIVO","EE00393"
"4048846008114","GTIN_13","PRODUCTO FARMACEUTICO","GIOTRIF COM","AFATINIB","20 mg","COMPRIMIDO RECUBIERTO","TABLETA","BOEHRINGER","ALEMANIA","CAJA COMP","28","ACTIVO","EE00305"
"4048846008138","GTIN_13","PRODUCTO FARMACEUTICO","GIOTRIF","AFATINIB","40 mg","COMPRIMIDO","TABLETA","BOEHRINGER","ALEMANIA","CAJA COMP","28","ACTIVO","EE00306"
"4048846010162","GTIN_13","PRODUCTO FARMACEUTICO","JARDIANCE","EMPAGLIFLOZINA","10 mg","COMPRIMIDO RECUBIERTO","TABLETA","BOEHRINGER","ALEMANIA","CAJA COMP","30","ACTIVO","EE00878"
"4048846010193","GTIN_13","PRODUCTO FARMACEUTICO","JARDIANCE","EMPAGLIFLOZINA","25 mg","COMPRIMIDO RECUBIERTO","TABLETA","BOEHRINGER","ALEMANIA","CAJA COMP","30","ACTIVO","EE00886"
"4048846012463","GTIN_13","PRODUCTO FARMACEUTICO","SPIOLTO RESPIMAT","BROMURO DE TIOTROPIO + OLODATEROL","","SOLUCION PARA INHALACION","AEROSOL","BOEHRINGER","ALEMANIA","FRASCO","1","ACTIVO","EE02946"
"4716140007019","GTIN_13","PRODUCTO FARMACEUTICO","FLEXER","CICLOBENZAPRINA","10 mg","TABLETA RECUBIERTA","TABLETA","LABEXCORP","CHINA","CAJA TAB","100","ACTIVO","E21198"
"5000455006010","GTIN_13","PRODUCTO FARMACEUTICO","NOLVADEX D","TAMOXIFENO","20 mg","COMPRIMIDO RECUBIERTO","TABLETA","ASTRAZENECA","REINO UNIDO","CAJA COMP","30","ACTIVO","E5516"
"4716140026201","GTIN_13","PRODUCTO FARMACEUTICO","ACEMET","ACEMETACINA","90 mg","CAPSULA DE LIBERACION RETARDADA","CAPSULA","LABEXCORP","CHINA","CAJA CAPS","10","ACTIVO","E21239"
"7702605153381","GTIN_13","PRODUCTO FARMACEUTICO","TRAMINOFENOL","PARACETAMOL + TRAMADOL","325 mg + 37.5 mg","TABLETA RECUBIERTA","TABLETA","SANOFI AVENTIS","COLOMBIA","CAJA TAB","10","ACTIVO","EE03568"
"030900130507","GTIN_12","PRODUCTO FARMACEUTICO","SOLU-CORTEF","HIDROCORTISONA","100 mg/2 mL","POLVO PARA SOLUCION INYECTABLE","INYECTABLE","PFIZER","BÉLGICA","AMPOLLA X 2 ML","1","ACTIVO","EE05135"
"5000455006195","GTIN_13","PRODUCTO FARMACEUTICO","CASODEX","BICALUTAMIDA","50 mg","COMPRIMIDO RECUBIERTO","TABLETA","ASTRAZENECA","ALEMANIA","CAJA COMP","28","ACTIVO","EE03156"
"5000455006614","GTIN_13","PRODUCTO FARMACEUTICO","ARIMIDEX","ANASTROZOL","1 mg","COMPRIMIDO RECUBIERTO","TABLETA","ASTRAZENECA","ESTADOS UNIDOS","CAJA COMP","28","ACTIVO","EE03393"
"5000455007253","GTIN_13","PRODUCTO FARMACEUTICO","SEROQUEL","QUETIAPINA","25mg","COMPRIMIDO RECUBIERTO","TABLETA","ASTRAZENECA","REINO UNIDO","CAJA COMP","30","ACTIVO","EE01569"
"5000455007260","GTIN_13","PRODUCTO FARMACEUTICO","SEROQUEL","QUETIAPINA","100 mg","COMPRIMIDO RECUBIERTO","TABLETA","ASTRAZENECA","REINO UNIDO","CAJA COMP","30","ACTIVO","EE01570"
"5000455007277","GTIN_13","PRODUCTO FARMACEUTICO","SEROQUEL","QUETIAPINA","200 mg","COMPRIMIDO RECUBIERTO","TABLETA","ASTRAZENECA","REINO UNIDO","CAJA COMP","30","ACTIVO","E21448"
"5000455007765","GTIN_13","PRODUCTO FARMACEUTICO","CASODEX","BICALUTAMIDA","150 mg","COMPRIMIDO RECUBIERTO","TABLETA","ASTRAZENECA","ALEMANIA","CAJA COMP","28","ACTIVO","EE02766"
"5000455017771","GTIN_13","PRODUCTO FARMACEUTICO","CRESTOR","ROSUVASTATINA","10 mg","COMPRIMIDO RECUBIERTO","TABLETA","ASTRAZENECA","PUERTO RICO","CAJA COMP","28","ACTIVO","EE04025"
"5000455017795","GTIN_13","PRODUCTO FARMACEUTICO","CRESTOR","ROSUVASTATINA","20 mg","COMPRIMIDO RECUBIERTO","TABLETA","ASTRAZENECA","PUERTO RICO","CAJA COMP","28","ACTIVO","EE04021"
"5000455017801","GTIN_13","PRODUCTO FARMACEUTICO","CRESTOR","ROSUVASTATINA","20 mg","COMPRIMIDO RECUBIERTO","TABLETA","ASTRAZENECA","PUERTO RICO","CAJA COMP","7","ACTIVO","EE04021"
"5000455017825","GTIN_13","PRODUCTO FARMACEUTICO","CRESTOR","ROSUVASTATINA","10 mg","COMPRIMIDO RECUBIERTO","TABLETA","ASTRAZENECA","PUERTO RICO","CAJA COMP","7","ACTIVO","EE04025"
"5000455018389","GTIN_13","PRODUCTO FARMACEUTICO","SEROQUEL","QUETIAPINA","300mg","COMPRIMIDO RECUBIERTO","TABLETA","ASTRAZENECA","REINO UNIDO","CAJA COMP","30","ACTIVO","E16874"
"5000455018471","GTIN_13","PRODUCTO FARMACEUTICO","FASLODEX","FULVESTRANT","250 mg/5 mL","SOLUCION INYECTABLE","INYECTABLE","ASTRAZENECA","ALEMANIA","JERINGA PRELLENADA","1","ACTIVO","EE03563"
"2035871000109","TEMP","PRODUCTO FARMACEUTICO","BROMURO DE ROCURONIO","BROMURO DE ROCURONIO","50 mg/5 mL","SOLUCION INYECTABLE","INYECTABLE","EMCURE","INDIA","VIAL X 5 ML","10","ACTIVO","EE10213 , RD7358-2020"
"2098588000053","TEMP","PRODUCTO FARMACEUTICO","PROPOFOL","PROPOFOL","10 mg/mL","EMULSION INYECTABLE","INYECTABLE","PHARMAGEN","INDIA","AMPOLLA X 20 ML","5","ACTIVO","RD4955-2021"
"4054839427169","GTIN_13","PRODUCTO FARMACEUTICO","GLUCOPHAGE","METFORMINA","1 g","COMPRIMIDO RECUBIERTO","TABLETA","MERCK","FRANCIA","CAJA COMP","30","ACTIVO","EE02811 , EE05895"
"3282779051231","GTIN_13","COSMETICO","KELUAL DS DUCRAY","CHAMPUS","","CHAMPU","CHAMPU","EURODERMA","FRANCIA","FRASCO X 100 ML","1","ACTIVO","NSOC54213-13CO"
"3661434006500","GTIN_13","COSMETICO","BARIESUN SPF 50+ BRUMA SECA","PRODUCTOS DE PROTECCION SOLAR","","SOLUCION TOPICA","SOLUCION TOPICA","URIAGE","FRANCIA","FRASCO X 200 ML","1","ACTIVO","NSOC84346-18CO"
"5000455019164","GTIN_13","PRODUCTO FARMACEUTICO","SEROQUEL XR","QUETIAPINA","200mg","COMPRIMIDO","TABLETA","ASTRAZENECA","REINO UNIDO","CAJA COMP","30","ACTIVO","EE01976"
"5000455019171","GTIN_13","PRODUCTO FARMACEUTICO","SEROQUEL XR","QUETIAPINA","300mg","COMPRIMIDO","TABLETA","ASTRAZENECA","REINO UNIDO","CAJA COMP","30","ACTIVO","EE01979"
"5000455019195","GTIN_13","PRODUCTO FARMACEUTICO","SEROQUEL XR","QUETIAPINA","400mg","COMPRIMIDO","TABLETA","ASTRAZENECA","REINO UNIDO","CAJA COMP","30","ACTIVO","E21264"
"5000455019485","GTIN_13","PRODUCTO FARMACEUTICO","FASLODEX","FULVESTRANT","250 mg/5 mL","SOLUCION INYECTABLE","INYECTABLE","ASTRAZENECA","ALEMANIA","CAJA","2","ACTIVO","EE03563"
"5000455019584","GTIN_13","PRODUCTO FARMACEUTICO","MERONEM","MEROPENEM","1 g","POLVO PARA SOLUCION INYECTABLE","INYECTABLE","PFIZER","ITALIA","AMPOLLA","1","ACTIVO","E22839"
"5000456012898","GTIN_13","PRODUCTO FARMACEUTICO","SYMBICORT","BISOPROLOL","2.5 mg","COMPRIMIDO RECUBIERTO","TABLETA","MEGA LABS","URUGUAY","FRASCO COMP","120","ACTIVO","EE01961"
"5015919788876","GTIN_13","PRODUCTO FARMACEUTICO","FIRMAGON","DEGARELIX","120 mg","POLVO PARA SOLUCION INYECTABLE","INYECTABLE","BIOPAS","ALEMANIA","CAJA","2","ACTIVO","EE00596"
